customer_id,age,tenure_months,monthly_charges,total_charges,num_services,contract_type,payment_method,internet_service,churned
CUST_000217,41,72,25.18,1919.83,2,two-year,credit_card,Fiber optic,0
CUST_000218,37,41,130.83,5457.91,5,month-to-month,credit_card,No,1
CUST_000219,46,44,56.16,2464.75,1,one-year,electronic_check,No,0
CUST_000220,79,6,142.96,732.35,1,month-to-month,mailed_check,Fiber optic,1
CUST_000221,18,20,80.55,1511.06,3,month-to-month,electronic_check,DSL,1
CUST_000222,55,1,110.46,137.72,3,one-year,credit_card,Fiber optic,0
CUST_000223,20,2,91.61,217.44,3,two-year,electronic_check,DSL,1
CUST_000224,37,72,38.33,2649.77,3,month-to-month,mailed_check,DSL,1
CUST_000225,61,9,68.5,620.96,1,two-year,electronic_check,Fiber optic,0
CUST_000226,45,33,38.08,1319.73,4,two-year,credit_card,DSL,0
CUST_000227,28,39,98.63,3731.33,7,month-to-month,credit_card,No,1
CUST_000228,34,46,85.65,4050.59,2,month-to-month,mailed_check,Fiber optic,0
CUST_000229,55,72,133.41,9567.58,1,one-year,electronic_check,Fiber optic,1
CUST_000230,34,6,47.17,408.76,4,month-to-month,bank_transfer,Fiber optic,1
CUST_000231,48,1,34.82,100.0,5,month-to-month,electronic_check,Fiber optic,1
CUST_000232,45,12,67.79,710.86,1,month-to-month,mailed_check,Fiber optic,0
CUST_000233,35,3,133.46,354.56,3,month-to-month,credit_card,DSL,1
CUST_000234,77,1,120.3,110.79,4,two-year,bank_transfer,Fiber optic,1
CUST_000235,54,10,81.34,774.56,1,month-to-month,credit_card,DSL,0
CUST_000236,18,36,87.8,3139.1,7,month-to-month,electronic_check,DSL,0
CUST_000237,47,20,32.54,684.13,2,month-to-month,electronic_check,Fiber optic,0
CUST_000238,35,9,146.66,1302.79,4,one-year,bank_transfer,DSL,1
CUST_000239,57,25,113.17,2822.54,1,one-year,mailed_check,No,0
CUST_000240,33,6,49.84,128.14,2,two-year,credit_card,Fiber optic,0
CUST_000241,43,1,87.8,126.97,4,one-year,mailed_check,No,1
CUST_000242,52,34,20.28,680.54,4,one-year,electronic_check,DSL,1
CUST_000243,57,23,143.71,3466.3,3,month-to-month,mailed_check,No,1
CUST_000244,26,34,43.25,1376.66,5,month-to-month,credit_card,DSL,0
CUST_000245,39,1,96.91,100.0,1,one-year,credit_card,DSL,1
CUST_000246,37,43,48.63,2152.94,5,two-year,credit_card,DSL,0
CUST_000247,35,23,116.45,2712.94,3,two-year,bank_transfer,Fiber optic,0
CUST_000248,71,19,135.49,2473.54,1,one-year,bank_transfer,DSL,0
CUST_000249,51,23,100.05,2148.16,8,month-to-month,credit_card,Fiber optic,1
CUST_000250,26,47,105.66,5119.55,2,month-to-month,credit_card,DSL,0
CUST_000251,58,21,152.69,3348.0,1,month-to-month,electronic_check,DSL,1
CUST_000252,76,20,29.72,345.71,4,month-to-month,electronic_check,Fiber optic,1
CUST_000253,60,72,60.78,4330.38,2,month-to-month,electronic_check,DSL,0
CUST_000254,22,33,58.79,2106.43,5,month-to-month,credit_card,Fiber optic,1
CUST_000255,37,14,146.07,1997.42,2,month-to-month,credit_card,Fiber optic,1
CUST_000256,64,29,55.62,1564.0,2,one-year,bank_transfer,No,0
CUST_000257,34,11,99.44,1065.6,1,month-to-month,bank_transfer,DSL,0
CUST_000258,51,6,109.82,546.83,4,one-year,electronic_check,No,0
CUST_000259,56,21,40.74,685.07,1,month-to-month,bank_transfer,Fiber optic,0
CUST_000260,31,63,44.24,2892.09,3,month-to-month,electronic_check,No,1
CUST_000261,44,63,58.09,3475.44,4,two-year,bank_transfer,DSL,0
CUST_000262,18,10,81.47,839.42,6,month-to-month,electronic_check,Fiber optic,1
CUST_000263,29,18,44.26,885.3,4,two-year,bank_transfer,Fiber optic,0
CUST_000264,41,5,33.58,100.0,6,month-to-month,credit_card,DSL,1
CUST_000265,26,72,144.41,10305.0,4,month-to-month,credit_card,Fiber optic,0
CUST_000266,69,72,168.57,12258.53,5,month-to-month,bank_transfer,Fiber optic,0
CUST_000267,23,25,62.15,1607.08,2,month-to-month,electronic_check,Fiber optic,1
CUST_000268,38,39,43.77,1645.42,4,month-to-month,electronic_check,DSL,0
CUST_000269,46,30,27.33,940.13,4,one-year,bank_transfer,Fiber optic,0
CUST_000270,66,21,126.72,2781.7,1,month-to-month,bank_transfer,DSL,1
CUST_000271,23,1,121.4,148.3,2,one-year,credit_card,Fiber optic,1
CUST_000272,62,14,63.1,793.45,4,month-to-month,electronic_check,DSL,0
CUST_000273,45,26,50.85,1280.88,2,month-to-month,credit_card,DSL,0
CUST_000274,30,27,125.39,3414.26,5,two-year,bank_transfer,DSL,1
CUST_000275,51,11,114.28,1238.24,1,two-year,credit_card,Fiber optic,0
CUST_000276,47,68,31.27,2219.95,6,month-to-month,mailed_check,No,1
CUST_000277,35,4,74.5,145.03,4,month-to-month,credit_card,DSL,1
CUST_000278,46,16,56.97,762.06,1,month-to-month,electronic_check,DSL,1
CUST_000279,39,28,79.61,2247.05,5,two-year,electronic_check,DSL,0
CUST_000280,46,28,113.79,3136.94,4,month-to-month,credit_card,Fiber optic,0
CUST_000281,54,25,127.39,3121.97,5,two-year,bank_transfer,Fiber optic,0
CUST_000282,68,7,70.0,313.18,1,month-to-month,electronic_check,DSL,1
CUST_000283,26,4,156.77,629.03,1,two-year,mailed_check,Fiber optic,1
CUST_000284,76,24,100.46,2405.65,2,month-to-month,electronic_check,DSL,1
CUST_000285,18,21,104.9,2268.25,1,month-to-month,credit_card,Fiber optic,1
CUST_000286,42,4,84.98,346.8,2,one-year,electronic_check,DSL,1
CUST_000287,53,29,133.77,3866.19,3,two-year,mailed_check,Fiber optic,0
CUST_000288,49,14,146.86,2173.72,1,two-year,bank_transfer,No,1
CUST_000289,35,26,34.96,777.74,4,one-year,electronic_check,Fiber optic,0
CUST_000290,41,43,150.16,6510.57,3,one-year,mailed_check,Fiber optic,0
CUST_000291,37,4,129.74,351.84,3,one-year,electronic_check,Fiber optic,1
CUST_000292,36,1,151.02,100.0,5,one-year,bank_transfer,DSL,1
CUST_000293,57,36,40.94,1352.55,3,two-year,bank_transfer,Fiber optic,0
CUST_000294,50,22,110.56,2510.5,6,month-to-month,bank_transfer,Fiber optic,1
CUST_000295,34,28,124.79,3487.48,1,one-year,mailed_check,No,0
CUST_000296,58,43,47.31,2032.97,1,month-to-month,mailed_check,DSL,0
CUST_000297,49,38,131.57,4888.96,3,one-year,mailed_check,Fiber optic,0
CUST_000298,57,72,21.57,1522.98,4,two-year,electronic_check,Fiber optic,0
CUST_000299,54,18,34.47,544.05,1,month-to-month,electronic_check,DSL,0
CUST_000300,32,16,77.94,1285.38,1,month-to-month,bank_transfer,Fiber optic,0
CUST_000301,36,12,98.84,1086.91,1,month-to-month,bank_transfer,No,0
CUST_000302,56,4,103.61,547.41,1,month-to-month,credit_card,No,1
CUST_000303,54,20,24.61,324.66,4,month-to-month,electronic_check,Fiber optic,1
CUST_000304,44,7,154.99,1004.28,1,two-year,bank_transfer,DSL,1
CUST_000305,46,61,19.93,1383.65,5,one-year,mailed_check,No,0
CUST_000306,64,21,43.15,862.69,3,two-year,credit_card,Fiber optic,0
CUST_000307,36,21,24.28,378.38,3,month-to-month,electronic_check,DSL,0
CUST_000308,53,10,78.18,803.67,4,two-year,electronic_check,DSL,1
CUST_000309,41,1,117.65,100.0,2,one-year,electronic_check,DSL,1
CUST_000310,41,1,110.33,100.0,3,month-to-month,bank_transfer,DSL,1
CUST_000311,61,13,138.17,1686.57,2,one-year,mailed_check,Fiber optic,0
CUST_000312,57,2,47.47,371.77,3,two-year,electronic_check,DSL,1
CUST_000313,57,22,97.14,2111.99,3,month-to-month,credit_card,DSL,0
CUST_000314,64,51,95.14,4659.61,1,one-year,bank_transfer,DSL,0
CUST_000315,45,51,84.41,4454.34,6,two-year,electronic_check,Fiber optic,0
CUST_000316,55,25,36.86,982.61,1,month-to-month,credit_card,DSL,1
CUST_000317,40,5,125.65,551.6,3,one-year,bank_transfer,DSL,1
CUST_000318,49,47,66.88,3049.99,2,month-to-month,bank_transfer,DSL,1
CUST_000319,43,52,124.51,6541.63,1,month-to-month,credit_card,Fiber optic,1
CUST_000320,46,5,106.24,506.53,3,one-year,bank_transfer,DSL,0
CUST_000321,53,32,46.14,1283.88,8,month-to-month,electronic_check,Fiber optic,1
CUST_000322,32,8,118.38,1125.76,1,one-year,electronic_check,DSL,1
CUST_000323,76,38,46.92,1739.49,3,month-to-month,electronic_check,DSL,0
CUST_000324,29,72,129.79,9494.5,3,month-to-month,credit_card,DSL,1
CUST_000325,26,1,95.84,223.68,4,month-to-month,electronic_check,DSL,1
CUST_000326,62,54,24.86,1242.37,1,month-to-month,electronic_check,DSL,1
CUST_000327,56,23,138.22,3282.43,1,month-to-month,bank_transfer,DSL,0
CUST_000328,54,72,80.62,5739.41,4,two-year,bank_transfer,DSL,0
CUST_000329,54,15,41.9,441.79,5,two-year,electronic_check,Fiber optic,0
CUST_000330,44,45,111.41,4970.98,4,two-year,electronic_check,DSL,1
CUST_000331,31,1,53.46,100.0,1,month-to-month,credit_card,No,1
CUST_000332,46,9,134.52,1164.42,1,two-year,electronic_check,Fiber optic,0
CUST_000333,34,1,122.88,100.0,1,two-year,credit_card,Fiber optic,1
CUST_000334,59,72,164.98,11993.09,2,month-to-month,bank_transfer,DSL,0
CUST_000335,42,40,85.93,3447.89,3,month-to-month,electronic_check,Fiber optic,0
CUST_000336,32,45,77.32,3395.21,2,month-to-month,electronic_check,DSL,1
CUST_000337,40,66,115.3,7679.73,4,month-to-month,electronic_check,DSL,0
CUST_000338,51,2,47.37,114.5,2,two-year,electronic_check,DSL,0
CUST_000339,36,11,85.69,690.4,1,one-year,mailed_check,No,1
CUST_000340,32,1,98.38,141.21,2,one-year,credit_card,DSL,0
CUST_000341,48,5,22.71,152.73,1,month-to-month,credit_card,No,1
CUST_000342,48,6,65.75,396.5,2,month-to-month,bank_transfer,DSL,0
CUST_000343,37,15,136.9,2142.69,4,month-to-month,electronic_check,No,0
CUST_000344,37,7,129.51,839.36,4,two-year,electronic_check,No,1
CUST_000345,48,2,30.76,100.0,5,month-to-month,bank_transfer,No,1
CUST_000346,23,4,35.59,100.0,3,two-year,mailed_check,Fiber optic,0
CUST_000347,23,3,42.98,169.64,1,month-to-month,credit_card,No,1
CUST_000348,34,72,129.92,9549.37,2,one-year,credit_card,No,0
CUST_000349,41,34,51.05,1636.2,1,one-year,bank_transfer,DSL,1
CUST_000350,49,72,131.69,9405.77,2,two-year,electronic_check,Fiber optic,0
